OBJECTID	STATEFP10	COUNTYFP10	TRACTCE10	GEOID10	NAME10	NAMELSAD10	MTFCC10	FUNCSTAT10	ALAND10	AWATER10	INTPTLAT10	INTPTLON10	GlobalID
2179	6	73	8509	6073008509	85.09	Census Tract 85.09	G5020	S	1952843	0	32.8149643	-117.1718159	{53840C2B-6C0A-4A0C-A398-76B3204F64A5}
2180	6	73	2501	6073002501	25.01	Census Tract 25.01	G5020	S	1255782	0	32.7400405	-117.1096419	{05EEA967-6D1D-4272-953D-9E011E880AAD}
2181	6	73	1300	6073001300	13	Census Tract 13	G5020	S	785334	6598	32.7512721	-117.1323173	{A2701675-16C6-492C-BB92-488776F8D660}
2182	6	73	1200	6073001200	12	Census Tract 12	G5020	S	687491	0	32.7580745	-117.1317978	{0E650B6F-DEB9-40B1-855B-782299D1D028}
2183	6	73	4300	6073004300	43	Census Tract 43	G5020	S	1018274	0	32.7353586	-117.1293851	{B142B33A-AAF5-4F85-8D05-90B2C6FEFB54}
2184	6	73	1700	6073001700	17	Census Tract 17	G5020	S	632585	0	32.7582452	-117.1207142	{1FB8BF09-9946-4195-9D21-DACFF6409391}
2185	6	73	1400	6073001400	14	Census Tract 14	G5020	S	746332	0	32.74474	-117.1330809	{81AE502F-DA9D-40D9-B8A4-BF59141A2629}
2186	6	73	9703	6073009703	97.03	Census Tract 97.03	G5020	S	1691713	0	32.795586	-117.0736093	{AD9548C6-53E3-402F-BBB2-97209DF4FA79}
2187	6	73	9704	6073009704	97.04	Census Tract 97.04	G5020	S	3125397	0	32.8068307	-117.0607193	{1996D4D6-A085-4E1E-A0BD-15EB305DB12B}
2188	6	73	9705	6073009705	97.05	Census Tract 97.05	G5020	S	2373378	0	32.78497	-117.073373	{2134C488-7FFF-4E79-93E5-D93E84B1258D}
2189	6	73	9706	6073009706	97.06	Census Tract 97.06	G5020	S	5766797	650151	32.7864961	-117.0489527	{96B8C63A-7A3A-47E1-B6A9-AE79B860AB51}
2190	6	73	9801	6073009801	98.01	Census Tract 98.01	G5020	S	2091759	0	32.7984505	-117.030735	{38A7F09C-87F6-4FC6-97D6-FA0026954975}
2191	6	73	9804	6073009804	98.04	Census Tract 98.04	G5020	S	1841339	0	32.8085467	-117.0134472	{C94D5052-8C0E-4575-84DD-A26B8D9873FC}
2192	6	73	9805	6073009805	98.05	Census Tract 98.05	G5020	S	7483448	0	32.8156078	-117.0343554	{D7704F34-5EA9-43BD-9A30-DF2782196B55}
2193	6	73	20018	6073020018	200.18	Census Tract 200.18	G5020	S	2891318	0	33.1499789	-117.2062594	{A2395A48-90C9-4FA1-AA96-CA1F3C8B1396}
2194	6	73	20019	6073020019	200.19	Census Tract 200.19	G5020	S	3333474	0	33.1321296	-117.2174731	{980F291A-80C1-4D0B-A46D-60D006C2DBC3}
2195	6	73	20020	6073020020	200.2	Census Tract 200.20	G5020	S	8051095	0	33.1663173	-117.1744455	{712654E1-2862-4397-8ED6-E96BB0D2095E}
2196	6	73	20021	6073020021	200.21	Census Tract 200.21	G5020	S	2894443	0	33.1511693	-117.1773755	{A3BEF0F8-F74A-42FF-983C-84CBEB22CBC1}
2197	6	73	20022	6073020022	200.22	Census Tract 200.22	G5020	S	5105478	0	33.1623466	-117.1529162	{AF0F8811-1F22-439E-BB16-753FBBD0C17B}
2198	6	73	20023	6073020023	200.23	Census Tract 200.23	G5020	S	3390059	0	33.1460671	-117.146847	{A4654221-3C3C-4A06-B68B-A6408ABBD291}
2199	6	73	20024	6073020024	200.24	Census Tract 200.24	G5020	S	1721946	0	33.1471367	-117.124725	{9A8E4C3C-FECB-474B-9D7F-6D6929AC3B93}
2200	6	73	20025	6073020025	200.25	Census Tract 200.25	G5020	S	1961191	0	33.1395167	-117.1298502	{2295D9B8-E793-4337-9A54-EAE346B32F04}
2201	6	73	20103	6073020103	201.03	Census Tract 201.03	G5020	S	60846245	770853	33.1878229	-117.05572	{4EB34D02-2DE1-445F-9BD1-D382DF2F1526}
2202	6	73	20105	6073020105	201.05	Census Tract 201.05	G5020	S	2614120	0	33.1596959	-117.0971848	{502BC5F0-B9CB-4831-B471-43E6C5D9B823}
2203	6	73	7501	6073007501	75.01	Census Tract 75.01	G5020	S	1033619	0	32.751974	-117.243159	{8E276D2D-C32D-44D8-8D06-D9A712189CFD}
2204	6	73	7502	6073007502	75.02	Census Tract 75.02	G5020	S	672608	186646	32.747805	-117.2489105	{E7B7A476-BE9F-4F35-9A82-72DEAAC1E892}
2205	6	73	7600	6073007600	76	Census Tract 76	G5020	S	8436447	10774538	32.7815696	-117.2254607	{8B2026B8-CF19-47BB-B757-FD0C0C0B8452}
2206	6	73	7800	6073007800	78	Census Tract 78	G5020	S	2018452	6380	32.8039041	-117.2243397	{E47CD849-95BB-4B4E-922A-6BCC09FD3071}
2207	6	73	7903	6073007903	79.03	Census Tract 79.03	G5020	S	757678	0	32.8025162	-117.2397403	{38D1C447-EA47-4245-AD77-AFCF89D31926}
2208	6	73	8002	6073008002	80.02	Census Tract 80.02	G5020	S	1091589	0	32.8083069	-117.2422494	{CF133E46-F18D-497D-9D88-229E5B6E7DDD}
2209	6	73	8101	6073008101	81.01	Census Tract 81.01	G5020	S	1163685	307276	32.8329093	-117.2778263	{B010D32B-BEA4-45B6-9EE8-7BC929C0F4CB}
2210	6	73	8102	6073008102	81.02	Census Tract 81.02	G5020	S	1373381	530991	32.8191521	-117.2734661	{98DF0D37-2ECF-4396-8281-E0B24C8D9095}
2211	6	73	14002	6073014002	140.02	Census Tract 140.02	G5020	S	2104749	0	32.7249965	-117.0195675	{BCD14311-F62B-4C36-B738-13C911FFA63C}
2212	6	73	11700	6073011700	117	Census Tract 117	G5020	S	1630741	0	32.6738101	-117.0970458	{8DC3CC3E-F157-4C5B-96AE-ECC7B9DED1FD}
2213	6	73	12003	6073012003	120.03	Census Tract 120.03	G5020	S	1089930	0	32.6801039	-117.0744466	{1153C91E-9F81-40F0-BF2F-37ECC02864C2}
2214	6	73	2709	6073002709	27.09	Census Tract 27.09	G5020	S	620822	0	32.7439931	-117.0896386	{47BAAA55-2369-4D87-9716-6CD008C171F2}
2215	6	73	1800	6073001800	18	Census Tract 18	G5020	S	745492	0	32.7628849	-117.1186054	{858FB81A-D877-429E-954D-9DF2A5326EAF}
2216	6	73	1500	6073001500	15	Census Tract 15	G5020	S	793737	0	32.7437342	-117.1233872	{426932E1-550F-4F1F-90B0-1B7C27B81FBB}
2217	6	73	1000	6073001000	10	Census Tract 10	G5020	S	864908	0	32.7603326	-117.1417318	{B8F3F451-223F-4F6F-837D-2F3C76E4A6E1}
2218	6	73	5600	6073005600	56	Census Tract 56	G5020	S	5562505	0	32.7303885	-117.1472238	{88092441-B71A-41D2-925F-053B5D8CC4E4}
2219	6	73	10012	6073010012	100.12	Census Tract 100.12	G5020	S	628923	0	32.5607791	-117.0584994	{82EEEFA3-EEFA-454F-B669-2E4DFD7D30E9}
2220	6	73	2301	6073002301	23.01	Census Tract 23.01	G5020	S	423326	0	32.7573492	-117.0947635	{85F3F7C7-4667-43A8-A3E2-82882B39495A}
2221	6	73	14804	6073014804	148.04	Census Tract 148.04	G5020	S	1275874	0	32.786443	-117.031084	{8F2FCC33-F49F-4079-AAC9-F76E558B3210}
2222	6	73	16201	6073016201	162.01	Census Tract 162.01	G5020	S	4746753	0	32.8138271	-116.9918628	{8CC3A7E4-A671-4F54-95F3-2AF168292200}
2223	6	73	16401	6073016401	164.01	Census Tract 164.01	G5020	S	2345724	0	32.8141917	-116.9270232	{E0B06316-CD7F-41BB-82B2-BAEF31C19DFF}
2224	6	73	16502	6073016502	165.02	Census Tract 165.02	G5020	S	2102971	0	32.8145361	-116.9431653	{6E42492B-FA51-4802-B4AF-9BD1A70EC95F}
2225	6	73	16605	6073016605	166.05	Census Tract 166.05	G5020	S	5887864	0	32.8277308	-117.0146944	{A1792723-7369-4AAF-AED2-5CCD42A5549D}
2226	6	73	16606	6073016606	166.06	Census Tract 166.06	G5020	S	2728322	22046	32.841342	-117.0126279	{0EFCBABF-923A-46C2-9839-97501E5D2B03}
2227	6	73	16607	6073016607	166.07	Census Tract 166.07	G5020	S	3974625	128586	32.8524426	-116.9613512	{59D83BB3-A687-4255-8365-ACBA41FC0FA6}
2228	6	73	20106	6073020106	201.06	Census Tract 201.06	G5020	S	1823387	0	33.1501424	-117.0867344	{2E4B6D2C-2853-4E5A-8256-BFB2AC193FCF}
2229	6	73	20107	6073020107	201.07	Census Tract 201.07	G5020	S	2315932	0	33.1535702	-117.0765852	{DA11C8F5-6C89-49CB-85AC-402A94F855BD}
2230	6	73	20108	6073020108	201.08	Census Tract 201.08	G5020	S	950746	0	33.137136	-117.0867921	{44A2903A-6063-47F1-AC16-15EBB7D08004}
2231	6	73	20109	6073020109	201.09	Census Tract 201.09	G5020	S	1543002	0	33.1446753	-117.069255	{0E059706-CB75-4947-BC0F-FE78424B5EFC}
2232	6	73	20202	6073020202	202.02	Census Tract 202.02	G5020	S	1129889	0	33.131406	-117.0724073	{53ABC683-A5EE-4888-9D92-4BE4E7DA2B22}
2233	6	73	20206	6073020206	202.06	Census Tract 202.06	G5020	S	829426	0	33.1414533	-117.0593149	{8A432783-E700-42D1-A44C-2D7EF281D886}
2234	6	73	8200	6073008200	82	Census Tract 82	G5020	S	1301864	668928	32.845504	-117.2757498	{D55AF368-D982-443A-A43B-FC30A918655F}
2235	6	73	8301	6073008301	83.01	Census Tract 83.01	G5020	S	2367716	0	32.81621	-117.2324258	{D0D87780-7256-4862-9452-1AFD159F0C22}
2236	6	73	8303	6073008303	83.03	Census Tract 83.03	G5020	S	4409257	0	32.8407682	-117.2571877	{40953B77-01CF-4C5B-A4D3-76D691984803}
2237	6	73	8305	6073008305	83.05	Census Tract 83.05	G5020	S	4460763	0	32.8797622	-117.2318176	{8F747057-E979-47CF-9DA6-CB5EC1E1C737}
2238	6	73	8306	6073008306	83.06	Census Tract 83.06	G5020	S	2736458	0	32.8472028	-117.2264811	{3D52F496-4438-47E2-856E-FC406C419F43}
2239	6	73	8307	6073008307	83.07	Census Tract 83.07	G5020	S	2191452	0	32.8521593	-117.2117936	{0A523BF5-3700-4BBA-9FAF-E97F24192628}
2240	6	73	8310	6073008310	83.1	Census Tract 83.10	G5020	S	5178790	0	32.8253173	-117.2458162	{066EB07B-B462-41F9-8084-DFDA41378FFF}
2241	6	73	8311	6073008311	83.11	Census Tract 83.11	G5020	S	2511508	0	32.8253212	-117.2633257	{06DE946F-52E4-45D1-85D2-B8ED4E97FF84}
2242	6	73	8312	6073008312	83.12	Census Tract 83.12	G5020	S	8620778	3182807	32.9053825	-117.252727	{DDF65DCB-870B-4130-8B28-D7843D2EBB63}
2243	6	73	8313	6073008313	83.13	Census Tract 83.13	G5020	S	2381048	0	32.8551617	-117.2409319	{D958734C-297B-4F96-A4C6-F06C026733D4}
2244	6	73	8324	6073008324	83.24	Census Tract 83.24	G5020	S	5477082	42749	32.9516034	-117.2502783	{DADC97F2-1200-46A5-923D-1AD56CA1AF88}
2245	6	73	3103	6073003103	31.03	Census Tract 31.03	G5020	S	2039654	0	32.7070141	-117.0441008	{119444B4-5DF7-477E-AAA4-C64E5FD82A16}
2246	6	73	3101	6073003101	31.01	Census Tract 31.01	G5020	S	1050210	0	32.6994123	-117.0801318	{C02535BB-2533-4AA6-A36E-466C3195406A}
2247	6	73	8600	6073008600	86	Census Tract 86	G5020	S	2670769	0	32.7908268	-117.1779398	{34AD5B22-3BDD-43C6-B68B-406D1BB6457F}
2248	6	73	6300	6073006300	63	Census Tract 63	G5020	S	1961059	81282	32.7377186	-117.1977435	{A003B886-3E08-439E-A5D2-E8BB50C968D1}
2249	6	73	13309	6073013309	133.09	Census Tract 133.09	G5020	S	2506002	0	32.6183278	-117.0337536	{09F70A64-929D-4D19-A279-45D56AFB6A2C}
2250	6	73	2708	6073002708	27.08	Census Tract 27.08	G5020	S	639826	0	32.7531727	-117.0830585	{D2BB25B8-A5D5-4671-8B3D-6A3E1EA7FC5C}
2251	6	73	3213	6073003213	32.13	Census Tract 32.13	G5020	S	1197047	0	32.688526	-117.0307834	{0C24A4EB-69DD-4B36-AAE7-50389F9CED7A}
2252	6	73	13000	6073013000	130	Census Tract 130	G5020	S	1627331	0	32.6248441	-117.0798163	{EA165571-8152-45CC-9FEE-1CE0CCB6CD31}
2253	6	73	16100	6073016100	161	Census Tract 161	G5020	S	2792799	0	32.7999329	-116.9898526	{51F39D37-078A-406E-9140-9F22A4BF1C0A}
2254	6	73	16608	6073016608	166.08	Census Tract 166.08	G5020	S	2503342	0	32.8685871	-116.9617915	{ADC4A9B7-5097-4180-A375-E3C856BC2C28}
2255	6	73	16609	6073016609	166.09	Census Tract 166.09	G5020	S	4769981	0	32.8753135	-116.978192	{CBB97E1D-4BFA-48C0-AAE2-9F00F0CA5B2F}
2256	6	73	16610	6073016610	166.1	Census Tract 166.10	G5020	S	1344893	0	32.8584892	-116.9800224	{605FEEC7-A5E2-4EB5-BCC9-5AE0DC6F565A}
2257	6	73	16612	6073016612	166.12	Census Tract 166.12	G5020	S	6349519	179507	32.8723023	-116.9941684	{5000FEF5-1226-46F3-80CD-276256231A9E}
2258	6	73	16613	6073016613	166.13	Census Tract 166.13	G5020	S	770909	64519	32.8456215	-117.0043675	{A598C6E3-9CA5-4A4D-A647-6106C7EFACB8}
2259	6	73	20207	6073020207	202.07	Census Tract 202.07	G5020	S	830277	0	33.1334707	-117.0539783	{9F740CE2-049D-439B-9D10-11CDACB40C57}
2260	6	73	20208	6073020208	202.08	Census Tract 202.08	G5020	S	662000	0	33.1461143	-117.0530788	{FCF1624B-14CA-428A-B528-CB094A1C88AB}
2261	6	73	20209	6073020209	202.09	Census Tract 202.09	G5020	S	877501	0	33.138326	-117.0476028	{A5052EAB-C027-4963-A4C3-A3DE58DEC85C}
2262	6	73	20210	6073020210	202.1	Census Tract 202.10	G5020	S	1022673	0	33.1455819	-117.0410689	{2F856313-1087-4C15-8070-594DE2D14C40}
2263	6	73	20211	6073020211	202.11	Census Tract 202.11	G5020	S	1586847	0	33.1335333	-117.0640169	{542E0E45-0C4C-45D3-9019-25131B1F2D3D}
2264	6	73	20304	6073020304	203.04	Census Tract 203.04	G5020	S	13937738	0	33.1749098	-117.1308356	{D6BAFB33-77E8-4E52-8914-E34682C18437}
2265	6	73	20305	6073020305	203.05	Census Tract 203.05	G5020	S	3456004	0	33.1505524	-117.1089828	{655D7373-E06D-4C02-B05C-B3A9B1C631DF}
2266	6	73	20306	6073020306	203.06	Census Tract 203.06	G5020	S	20580519	0	33.1112121	-117.1487018	{25F08D2A-1B2F-40CF-97A2-2437EFB5B111}
2267	6	73	20307	6073020307	203.07	Census Tract 203.07	G5020	S	22130009	0	33.0939803	-117.1270331	{93584057-B7B7-47E7-91AD-9F8781D2AB83}
2268	6	73	20401	6073020401	204.01	Census Tract 204.01	G5020	S	8966908	1023293	33.0672688	-117.0934081	{A274D65B-B772-48E2-A210-50AC8FD6C05B}
2269	6	73	20403	6073020403	204.03	Census Tract 204.03	G5020	S	2899615	0	33.097045	-117.0804409	{3C1FE3FC-CAD5-4AEA-A058-2D790D748564}
2270	6	73	20404	6073020404	204.04	Census Tract 204.04	G5020	S	3793103	0	33.0970653	-117.1011559	{A6CFA503-F493-44FF-8F39-2793F7AAA6E5}
2271	6	73	20405	6073020405	204.05	Census Tract 204.05	G5020	S	5138012	0	33.0829769	-117.0871019	{D9EB83D1-5B34-4EDB-AC7F-C96B689A3C44}
2272	6	73	20500	6073020500	205	Census Tract 205	G5020	S	2082713	0	33.1115032	-117.0899733	{18F9097A-DB79-4289-B9F9-D476A2A17AD6}
2273	6	73	8327	6073008327	83.27	Census Tract 83.27	G5020	S	6257890	65205	32.9677976	-117.2420969	{21ECC6D5-BDB8-4E55-8C23-D141121593AC}
2274	6	73	8328	6073008328	83.28	Census Tract 83.28	G5020	S	7141977	0	32.9681969	-117.2061538	{C764ADE6-22F1-4E17-A8D4-1CB7A97795EF}
2275	6	73	8329	6073008329	83.29	Census Tract 83.29	G5020	S	2523539	0	32.944286	-117.235812	{C33EE759-9FB6-4AA9-9AEA-2B9884163CC8}
2276	6	73	8330	6073008330	83.3	Census Tract 83.30	G5020	S	1533485	0	32.9512328	-117.2211586	{2D888E8E-1E94-4C2C-96CE-33F518E24482}
2277	6	73	8331	6073008331	83.31	Census Tract 83.31	G5020	S	954206	0	32.9426037	-117.2241058	{657EA9A1-59F5-4322-83C8-15054CC77C07}
2278	6	73	8333	6073008333	83.33	Census Tract 83.33	G5020	S	15565490	0	32.9260179	-117.2092215	{6679DA07-858F-4347-B574-9C90972B0250}
2279	6	73	8335	6073008335	83.35	Census Tract 83.35	G5020	S	4444814	9364	32.9666949	-117.155987	{809EDE24-5565-4642-9C78-43FCBA8882EA}
2280	6	73	8336	6073008336	83.36	Census Tract 83.36	G5020	S	828565	0	32.9678415	-117.1331584	{0432C005-7157-429C-8263-BB1A330027F2}
2281	6	73	3202	6073003202	32.02	Census Tract 32.02	G5020	S	1309978	0	32.6719721	-117.0643688	{174291C3-F4C9-4A0D-B5C8-0F2E6CA86416}
2282	6	73	13412	6073013412	134.12	Census Tract 134.12	G5020	S	4683641	0	32.6499247	-117.0387029	{36A49CAE-E5F4-4189-9160-5CE585ABED29}
2283	6	73	3115	6073003115	31.15	Census Tract 31.15	G5020	S	1532868	0	32.6955807	-117.0379718	{CB150955-1B83-4E1C-9BA3-4F15CAC665A9}
2284	6	73	6802	6073006802	68.02	Census Tract 68.02	G5020	S	1017495	0	32.7501717	-117.218481	{4DA42AFA-59B1-45EC-B1BA-9D19F9091733}
2285	6	73	13204	6073013204	132.04	Census Tract 132.04	G5020	S	802292	0	32.5982825	-117.0637049	{A81FF545-76A4-4871-9DC3-6A4B6C6DDA07}
2286	6	73	13504	6073013504	135.04	Census Tract 135.04	G5020	S	2188757	9867	32.7256572	-116.9791564	{1057D063-4939-4BE0-8405-301AEBB23C48}
2287	6	73	10110	6073010110	101.1	Census Tract 101.10	G5020	S	2195714	0	32.5703957	-117.0885683	{8B0A8A69-5FA7-4E8F-9899-828C7A8542C6}
2288	6	73	8503	6073008503	85.03	Census Tract 85.03	G5020	S	3641273	0	32.8176578	-117.2135819	{674DDD05-6B0E-48E5-BF64-AE867FBE2A3A}
2289	6	73	2502	6073002502	25.02	Census Tract 25.02	G5020	S	1886496	0	32.7281564	-117.1080241	{718846A9-1080-4CC0-BE36-B6941AE8736B}
2290	6	73	15902	6073015902	159.02	Census Tract 159.02	G5020	S	1107321	0	32.7840084	-116.9696997	{D7439043-D6B0-41EB-A5C2-3F1F602E33B1}
2291	6	73	15200	6073015200	152	Census Tract 152	G5020	S	4264942	28065	32.7692636	-116.9893611	{2F563CB2-3709-437E-BC93-608CCA6C796B}
2292	6	73	15000	6073015000	150	Census Tract 150	G5020	S	3113312	869	32.784615	-117.0092136	{6C874D4B-4E7F-4F33-A7D3-E402045A37CC}
2293	6	73	13601	6073013601	136.01	Census Tract 136.01	G5020	S	3241349	0	32.7537922	-116.9758103	{FCDAACF1-CC31-4B87-B862-15D09C3F96B1}
2294	6	73	2904	6073002904	29.04	Census Tract 29.04	G5020	S	1802427	0	32.7715642	-117.0626516	{10D0D64A-15B3-4CF3-8736-572F9C273248}
2295	6	73	16614	6073016614	166.14	Census Tract 166.14	G5020	S	2068062	108655	32.8465152	-116.9900899	{7B10CBFB-7C29-4548-9F77-1FF836D4B185}
2296	6	73	16615	6073016615	166.15	Census Tract 166.15	G5020	S	2138941	268051	32.8477575	-116.9795653	{26654D20-3B7B-4CB4-82D1-F32329B1F4FE}
2297	6	73	16616	6073016616	166.16	Census Tract 166.16	G5020	S	2446609	0	32.8315369	-116.9929396	{3DF33095-ABE0-4B43-97A9-8CAE273DCD37}
2298	6	73	16617	6073016617	166.17	Census Tract 166.17	G5020	S	1771823	0	32.835197	-116.9721473	{B1CA591E-0EC4-46B6-81EA-6148C7F6B240}
2299	6	73	16701	6073016701	167.01	Census Tract 167.01	G5020	S	6219415	0	32.8358448	-116.9489803	{DFDA66E8-05F5-4CDD-9428-FD512F28FCCC}
2300	6	73	16702	6073016702	167.02	Census Tract 167.02	G5020	S	3322747	2714	32.8444269	-116.9338156	{455A754F-11B1-49AA-8691-5203E0B358F0}
2301	6	73	16802	6073016802	168.02	Census Tract 168.02	G5020	S	29862012	1381295	32.8701471	-116.8418297	{902187E5-E6C5-485D-86BA-C4D0B69870A7}
2302	6	73	16804	6073016804	168.04	Census Tract 168.04	G5020	S	4052477	267705	32.8654251	-116.9141796	{5150B535-A828-45C0-B05A-50B37D18034D}
2303	6	73	16806	6073016806	168.06	Census Tract 168.06	G5020	S	1526324	0	32.82831	-116.92865	{54235E5D-429D-446A-A2A2-C5622AF83140}
2304	6	73	16807	6073016807	168.07	Census Tract 168.07	G5020	S	5274693	0	32.8364013	-116.9197122	{8BE723A3-C015-4A90-9E6B-F778257FB991}
2305	6	73	16809	6073016809	168.09	Census Tract 168.09	G5020	S	5597147	0	32.8295319	-116.8941897	{707513A4-8DBC-40DC-A204-C948DD034D88}
2306	6	73	20601	6073020601	206.01	Census Tract 206.01	G5020	S	1295166	0	33.1142976	-117.0779507	{46EC4B8A-EFA6-404D-8BCE-3E683F0281F8}
2307	6	73	20602	6073020602	206.02	Census Tract 206.02	G5020	S	1994710	0	33.1189678	-117.0681038	{D722CC36-1623-4AAE-B728-A66582ADA258}
2308	6	73	20705	6073020705	207.05	Census Tract 207.05	G5020	S	3370907	0	33.116245	-117.0549135	{CEF023D1-DB03-451B-9E5B-A38B6CD76B9A}
2309	6	73	20706	6073020706	207.06	Census Tract 207.06	G5020	S	16686711	0	33.0998055	-117.0388245	{0020895D-787A-4CA3-B5B5-A43CDF42A458}
2310	6	73	20707	6073020707	207.07	Census Tract 207.07	G5020	S	1179394	0	33.1059882	-117.0693151	{9B154095-53D8-43C5-9FAB-691FCF5573AB}
2311	6	73	20708	6073020708	207.08	Census Tract 207.08	G5020	S	4347046	188541	33.0905318	-117.0674538	{888DFAC8-FC20-44E8-9496-B4BBF9A46B98}
2312	6	73	20709	6073020709	207.09	Census Tract 207.09	G5020	S	107140633	452398	33.1311558	-116.9769969	{D883ED0E-1D6F-411F-927A-09AD7430A1DC}
2313	6	73	20710	6073020710	207.1	Census Tract 207.10	G5020	S	24584517	1015641	33.078589	-117.0160101	{61309AA2-00AF-4296-B837-AE3CAB9744C1}
2314	6	73	20801	6073020801	208.01	Census Tract 208.01	G5020	S	133754802	1533567	33.0052699	-116.9387595	{FAF5174A-F3B3-47B5-8F80-4720B88D1A1A}
2315	6	73	20805	6073020805	208.05	Census Tract 208.05	G5020	S	7241547	0	33.0328545	-116.8935971	{B1BD1905-DF51-4847-BE20-CE80F729DC17}
2316	6	73	20806	6073020806	208.06	Census Tract 208.06	G5020	S	6935653	0	33.0384857	-116.8766106	{AF6AD193-C839-401A-86F6-C27389B2E7D0}
2317	6	73	20807	6073020807	208.07	Census Tract 208.07	G5020	S	94815916	1025761	33.072914	-116.8231087	{9C5C04EB-F737-4E9C-821A-8B67D5823981}
2318	6	73	20809	6073020809	208.09	Census Tract 208.09	G5020	S	19628813	0	33.0396539	-116.8524089	{3F0455D2-1BC9-42FE-88AE-D320B8D204EF}
2319	6	73	20903	6073020903	209.03	Census Tract 209.03	G5020	S	1276253534	15095669	33.2564808	-116.6970824	{9C8B6745-9D94-434A-B14C-83D079596AD5}
2320	6	63	501	6063000501	5.01	Census Tract 5.01	G5020	S	330529427	893762	40.3853218	-121.3550493	{DC0ECC80-BAFF-4B97-83E8-89111086E77A}
2321	6	73	20904	6073020904	209.04	Census Tract 209.04	G5020	S	149606542	91183	33.0526793	-116.6289159	{DD855DED-8C95-4539-8C34-1D8004622CB1}
2322	6	63	502	6063000502	5.02	Census Tract 5.02	G5020	S	777238534	109206563	40.2383256	-121.1980515	{FC6CB2FD-E4C7-454F-86CA-0C08DFAB7347}
2323	6	63	100	6063000100	1	Census Tract 1	G5020	S	147414499	698439	39.9345095	-120.9336052	{46BCF4D1-5093-4304-93D6-412A1922249B}
2324	6	73	21000	6073021000	210	Census Tract 210	G5020	S	2757600582	1779733	33.1112185	-116.27356	{91D97757-06D7-42E7-9D81-84ADC4EC5C52}
2325	6	73	8337	6073008337	83.37	Census Tract 83.37	G5020	S	1566254	0	32.9583944	-117.1357871	{073EAA1D-02A8-4511-90B0-4155634D47F6}
2326	6	73	8339	6073008339	83.39	Census Tract 83.39	G5020	S	11786454	74178	32.9028483	-117.231235	{02E3A4E7-1113-4F6C-8EAC-A4865C75A8AD}
2327	6	73	8340	6073008340	83.4	Census Tract 83.40	G5020	S	2284730	0	32.8680772	-117.2035171	{9B0AD613-2ACC-402C-A5B6-63B8E104CEEF}
2328	6	73	8501	6073008501	85.01	Census Tract 85.01	G5020	S	3015259	0	32.8318456	-117.2237382	{B466E32F-6C11-49C4-8640-D75CF52423DD}
2329	6	73	9603	6073009603	96.03	Census Tract 96.03	G5020	S	1503877	228753	32.7859743	-117.1067006	{EC2D36B1-7D10-4811-9B25-A57BBED38117}
2330	6	73	8511	6073008511	85.11	Census Tract 85.11	G5020	S	15182570	0	32.8259958	-117.1415783	{A6EB4BF4-1901-48B8-8475-11C34EC3F6FC}
2331	6	73	13906	6073013906	139.06	Census Tract 139.06	G5020	S	1796266	0	32.7267911	-117.0071856	{56B2F874-DC34-44C6-A9A4-01E3CD612983}
2332	6	73	14101	6073014101	141.01	Census Tract 141.01	G5020	S	1332149	0	32.7243261	-117.0325983	{370E3BEA-8DF6-4EAE-9007-B3DE93669DA4}
2333	6	73	700	6073000700	7	Census Tract 7	G5020	S	774586	0	32.7447633	-117.1513148	{3D504BE6-9717-41E5-8490-55394BFE2A37}
2334	6	73	16000	6073016000	160	Census Tract 160	G5020	S	1855054	0	32.7886293	-116.9804886	{9341E207-66D5-41DF-9E25-049FE2B9FFE9}
2335	6	73	2803	6073002803	28.03	Census Tract 28.03	G5020	S	1109162	0	32.7638379	-117.0835961	{8FE39C61-871B-4464-81D8-1518B98C445E}
2336	6	73	7302	6073007302	73.02	Census Tract 73.02	G5020	S	834948	0	32.7357705	-117.2446667	{1DFC0AF0-329D-47B1-812F-79A5994F3035}
2337	6	73	15502	6073015502	155.02	Census Tract 155.02	G5020	S	24508516	47910	32.8013941	-116.8356541	{6024856A-144A-41C7-938C-645CB55304C7}
2338	6	73	12304	6073012304	123.04	Census Tract 123.04	G5020	S	1232493	0	32.6439929	-117.0701179	{A1F97B77-74D8-44FD-93FB-4A98CA2A93CD}
2339	6	73	14500	6073014500	145	Census Tract 145	G5020	S	1172825	0	32.7495164	-117.0438659	{BCA724C0-2DD4-4C34-9298-33FE6D557FAA}
2340	6	73	14102	6073014102	141.02	Census Tract 141.02	G5020	S	1180998	0	32.7163209	-117.0381036	{7F6A563D-F8DE-428B-BA8B-D7BCA024BFA9}
2341	6	73	13311	6073013311	133.11	Census Tract 133.11	G5020	S	3485466	0	32.6390207	-116.960394	{66A4148C-5D48-437A-8574-10D0737AB440}
2342	6	73	800	6073000800	8	Census Tract 8	G5020	S	634254	0	32.7447819	-117.1420277	{5FE62DDB-47A1-4B0E-8744-5D14952678D1}
2343	6	73	900	6073000900	9	Census Tract 9	G5020	S	621678	0	32.7518529	-117.141957	{FA653E6B-D7BE-4DD5-9871-8A1AD123E189}
2344	6	73	16810	6073016810	168.1	Census Tract 168.10	G5020	S	2305504	0	32.8479042	-116.9106547	{4F75A3C1-FBFB-41E0-9F80-84E49499A9AA}
2345	6	73	16811	6073016811	168.11	Census Tract 168.11	G5020	S	3288217	0	32.8465129	-116.8973197	{96470563-1D58-461B-BEEC-25211FB9DEF0}
